"","STATION","GEAR_DESC","YEAR","MONTH","DAY","Time","SAL","Temp_C","O2_MG_L","ITIS","Genus_species","sp_desc","Length","Weight","Total_Wgt","Total_NUM"
"21",28,"Trawl",1984,11,30,"10:19:00.000",22,15,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",110,NA,NA,3
"22",31,"Trawl",1985,1,29,"11:20:00.000",23,10,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",124,NA,NA,1
"23",27,"Trawl",1985,6,6,"13:30:00.000",10,29.5,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",181,NA,NA,1
"24",24,"Trawl",1985,8,9,"13:16:00.000",9,30.5,7.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",13,NA,NA,1
"25",28,"Trawl",1985,10,22,"11:26:00.000",18,26.5,4.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",183,NA,NA,1
"26",28,"Trawl",1985,11,6,"12:22:00.000",14,14,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",146,NA,NA,4
"27",28,"Trawl",1985,11,6,"12:22:00.000",14,14,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",127,NA,NA,4
"28",28,"Trawl",1985,11,6,"12:22:00.000",14,14,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",132,NA,NA,4
"29",28,"Trawl",1985,11,6,"12:22:00.000",14,14,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",132,NA,NA,4
"30",28,"Trawl",1985,12,9,"12:55:00.000",17,14.5,10.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",178,NA,NA,1
"31",89,"Trawl",1985,12,10,"11:45:00.000",12,14.5,8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",142,NA,NA,1
"32",90,"Trawl",1986,1,16,"10:30:00.000",12,11,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",129,NA,NA,1
"33",90,"Trawl",1986,2,12,"12:05:00.000",11,14,3.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",145,NA,NA,1
"34",27,"Trawl",1986,3,7,"10:40:00.000",6,13.5,8.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",144,NA,NA,1
"35",28,"Trawl",1986,3,14,"10:02:00.000",15,15.5,9.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",141,NA,NA,1
"36",89,"Trawl",1986,3,7,"11:30:00.000",1,14,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",201,NA,NA,1
"37",90,"Trawl",1986,3,7,"11:00:00.000",4,14.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",144,NA,NA,4
"38",90,"Trawl",1986,3,7,"11:00:00.000",4,14.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",223,NA,NA,4
"39",90,"Trawl",1986,3,7,"11:00:00.000",4,14.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",146,NA,NA,4
"40",90,"Trawl",1986,3,7,"11:00:00.000",4,14.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",218,NA,NA,4
"41",89,"Trawl",1986,7,29,"9:50:00.000",4,27.5,5.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",44,NA,NA,1
"42",90,"Trawl",1986,7,24,"10:55:00.000",4,NA,9.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",56,NA,NA,1
"43",90,"Trawl",1986,7,29,"10:10:00.000",5,27.5,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",8,NA,NA,3
"44",90,"Trawl",1986,7,29,"10:10:00.000",5,27.5,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",45,NA,NA,3
"45",90,"Trawl",1986,7,29,"10:10:00.000",5,27.5,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",42,NA,NA,3
"46",28,"Trawl",1986,8,12,"12:04:00.000",17,27.5,4.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",115,NA,NA,1
"47",89,"Trawl",1986,8,12,"13:35:00.000",12,28.5,3.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",67,NA,NA,2
"48",89,"Trawl",1986,8,12,"13:35:00.000",12,28.5,3.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",18,NA,NA,2
"49",89,"Trawl",1986,8,28,"11:00:00.000",8,28.5,0,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",51,NA,NA,2
"50",89,"Trawl",1986,8,28,"11:00:00.000",8,28.5,0,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",38,NA,NA,2
"51",90,"Trawl",1986,8,12,"14:05:00.000",14,28.5,4.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",19,NA,NA,3
"52",90,"Trawl",1986,8,12,"14:05:00.000",14,28.5,4.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",22,NA,NA,3
"53",90,"Trawl",1986,8,12,"14:05:00.000",14,28.5,4.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",67,NA,NA,3
"54",88,"Trawl",1986,9,25,"9:45:00.000",18,25.5,3.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",126,NA,NA,1
"55",89,"Trawl",1986,9,25,"11:03:00.000",12,26.5,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",64,NA,NA,2
"56",89,"Trawl",1986,9,25,"11:03:00.000",12,26.5,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",58,NA,NA,2
"57",90,"Trawl",1986,9,16,"12:00:00.000",15,27.5,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",67,NA,NA,10
"58",90,"Trawl",1986,9,16,"12:00:00.000",15,27.5,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",46,NA,NA,10
"59",90,"Trawl",1986,9,16,"12:00:00.000",15,27.5,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",74,NA,NA,10
"60",90,"Trawl",1986,9,16,"12:00:00.000",15,27.5,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",61,NA,NA,10
"61",90,"Trawl",1986,9,16,"12:00:00.000",15,27.5,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",72,NA,NA,10
"62",90,"Trawl",1986,9,25,"10:47:00.000",8,26,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",87,NA,NA,4
"63",90,"Trawl",1986,9,25,"10:47:00.000",8,26,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",83,NA,NA,4
"64",90,"Trawl",1986,9,25,"10:47:00.000",8,26,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",72,NA,NA,4
"65",90,"Trawl",1986,9,25,"10:47:00.000",8,26,4.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",65,NA,NA,4
"66",24,"Trawl",1986,10,20,"13:50:00.000",14,17,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",183,NA,74.5,1
"67",89,"Trawl",1986,10,22,"12:35:00.000",12,18,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",106,NA,NA,1
"68",89,"Trawl",1986,10,27,"11:35:00.000",13,17.5,6.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",85,NA,NA,1
"69",90,"Trawl",1986,10,27,"12:10:00.000",14,18,4.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",94,NA,NA,1
"70",28,"Trawl",1986,11,4,"9:50:00.000",17,16.5,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",135,NA,NA,3
"71",28,"Trawl",1986,11,4,"9:50:00.000",17,16.5,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",146,NA,NA,3
"72",28,"Trawl",1986,11,4,"9:50:00.000",17,16.5,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",133,NA,NA,3
"73",89,"Trawl",1986,11,7,"11:00:00.000",14,21,6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",107,NA,NA,1
"74",28,"Trawl",1987,1,12,"12:50:00.000",12,8.5,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",89,NA,NA,1
"75",31,"Trawl",1987,1,12,"10:40:00.000",20,11,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",138,NA,NA,4
"76",31,"Trawl",1987,1,12,"10:40:00.000",20,11,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",109,NA,NA,4
"77",31,"Trawl",1987,1,12,"10:40:00.000",20,11,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",98,NA,NA,4
"78",31,"Trawl",1987,1,12,"10:40:00.000",20,11,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",151,NA,NA,4
"79",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",211,NA,NA,8
"80",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",209,NA,NA,8
"81",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",229,NA,NA,8
"82",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",209,NA,NA,8
"83",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",201,NA,NA,8
"84",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",205,NA,NA,8
"85",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",220,NA,NA,8
"86",89,"Trawl",1987,1,28,"12:00:00.000",0,9,7.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",191,NA,NA,8
"87",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",195,NA,NA,12
"88",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",227,NA,NA,12
"89",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",382,NA,NA,12
"90",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",179,NA,NA,12
"91",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",184,NA,NA,12
"92",90,"Trawl",1987,1,23,"13:02:00.000",2,4.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",201,NA,NA,12
"93",90,"Trawl",1987,1,28,"12:30:00.000",0,10,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",191,NA,NA,1
"94",89,"Trawl",1987,2,11,"12:08:00.000",0,9.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",211,NA,NA,2
"95",89,"Trawl",1987,2,11,"12:08:00.000",0,9.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",212,NA,NA,2
"96",28,"Trawl",1987,3,26,"11:12:00.000",9,18.5,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",98,NA,NA,1
"97",27,"Trawl",1987,4,2,"10:41:00.000",2,10,10.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",236,NA,NA,1
"98",28,"Trawl",1987,4,2,"9:30:00.000",6,10.5,10.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",111,NA,NA,3
"99",28,"Trawl",1987,4,2,"9:30:00.000",6,10.5,10.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",116,NA,NA,3
"100",28,"Trawl",1987,4,2,"9:30:00.000",6,10.5,10.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",144,NA,NA,3
"101",88,"Trawl",1987,4,2,"10:02:00.000",0,10.5,10,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",93,NA,NA,1
"102",89,"Trawl",1987,4,2,"11:55:00.000",2,10,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",201,NA,NA,2
"103",89,"Trawl",1987,4,2,"11:55:00.000",2,10,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",156,NA,NA,2
"104",90,"Trawl",1987,4,21,"10:30:00.000",0,21,6.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",344,NA,NA,1
"105",27,"Trawl",1987,5,12,"12:02:00.000",12,22,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",170,NA,NA,1
"106",28,"Trawl",1987,5,1,"10:10:00.000",6,20.5,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",121,NA,NA,1
"107",88,"Trawl",1987,5,1,"10:45:00.000",8,20.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",134,NA,NA,1
"108",12,"Trawl",1987,6,2,"14:20:00.000",5,25,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",167,NA,NA,1
"109",28,"Trawl",1987,6,2,"11:12:00.000",12,26,6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",146,NA,NA,3
"110",28,"Trawl",1987,6,2,"11:12:00.000",12,26,6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",154,NA,NA,3
"111",28,"Trawl",1987,6,2,"11:12:00.000",12,26,6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",152,NA,NA,3
"112",89,"Trawl",1987,6,2,"13:48:00.000",2,25,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",147,NA,NA,1
"113",27,"Trawl",1987,7,1,"11:16:00.000",9,NA,5.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",146,NA,NA,1
"114",27,"Trawl",1987,8,24,"11:05:00.000",12,27,5.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",22,NA,NA,3
"115",27,"Trawl",1987,8,24,"11:05:00.000",12,27,5.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",19,NA,NA,3
"116",27,"Trawl",1987,8,24,"11:05:00.000",12,27,5.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",20,NA,NA,3
"117",88,"Trawl",1987,8,17,"10:00:00.000",11,25,NA,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",9,NA,NA,1
"118",90,"Trawl",1987,8,17,"11:05:00.000",5,24.5,4.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",11,NA,NA,2
"119",90,"Trawl",1987,8,17,"11:05:00.000",5,24.5,4.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",11,NA,NA,2
"120",28,"Trawl",1987,10,6,"10:23:00.000",19,15,8.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",14,NA,NA,1
"121",90,"Trawl",1987,10,6,"12:08:00.000",16,15.5,8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",60,NA,NA,1
"122",28,"Trawl",1987,11,30,"12:31:00.000",25,9,8.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",121,NA,NA,3
"123",28,"Trawl",1987,11,30,"12:31:00.000",25,9,8.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",96,NA,NA,3
"124",28,"Trawl",1987,11,30,"12:31:00.000",25,9,8.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",106,NA,NA,3
"125",88,"Trawl",1987,11,24,"12:00:00.000",17,12,10.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",91,NA,NA,1
"126",89,"Trawl",1987,11,24,"12:55:00.000",18,11.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",104,NA,NA,2
"127",89,"Trawl",1987,11,24,"12:55:00.000",18,11.5,7.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",77,NA,NA,2
"128",24,"Trawl",1987,12,1,"12:06:00.000",28,9,6.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",120,NA,NA,1
"129",90,"Trawl",1988,1,21,"11:00:00.000",15,8,7.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",110,NA,NA,1
"130",61,"Trawl",1988,7,13,"10:11:00.000",26,29.5,5.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",6,NA,NA,2
"131",61,"Trawl",1988,7,13,"10:11:00.000",26,29.5,5.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",5,NA,NA,2
"132",14,"Trawl",1988,9,21,"10:13:00.000",6,29,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",17,NA,NA,1
"133",28,"Trawl",1988,11,7,"10:11:00.000",17,18,6.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",132,NA,NA,2
"134",28,"Trawl",1988,11,7,"10:11:00.000",17,18,6.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",176,NA,NA,2
"135",27,"Trawl",1989,3,30,"12:50:00.000",6,23,6.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",168,NA,NA,1
"136",28,"Trawl",1989,4,14,"10:46:00.000",7,18.5,10,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",115,NA,NA,2
"137",28,"Trawl",1989,4,14,"10:46:00.000",7,18.5,10,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",92,NA,NA,2
"138",97,"Trawl",1989,4,20,"11:20:00.000",14,20,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",109,NA,NA,1
"139",24,"Trawl",1989,11,6,"11:30:00.000",14,20.5,8.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",122,NA,NA,1
"140",20,"Trawl",1989,12,5,"9:38:00.000",22,11.5,6.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",123,NA,NA,1
"141",31,"Trawl",1989,12,14,"13:57:00.000",22,13.5,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",92,NA,NA,1
"142",28,"Trawl",1990,3,22,"9:53:00.000",2,17.5,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",130,NA,31,1
"143",14,"Trawl",1990,11,20,"10:15:00.000",16,16,5.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",80,NA,7.2,1
"144",28,"Trawl",1991,1,14,"13:05:00.000",16,10.5,8.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",87,NA,8.3,1
"145",31,"Trawl",1991,2,26,"13:39:00.000",24,16.7,5,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",87,NA,9.1,1
"146",28,"Trawl",1991,3,5,"11:22:00.000",10,11,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",133,NA,72.9,2
"147",28,"Trawl",1991,3,5,"11:22:00.000",10,11,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",142,NA,72.9,2
"148",28,"Trawl",1991,11,6,"12:22:00.000",20,12.5,10.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",120,NA,154.3,2
"149",28,"Trawl",1991,11,6,"12:22:00.000",20,12.5,10.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",140,NA,154.3,2
"150",61,"Trawl",1991,11,7,"11:49:00.000",26,14.5,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",83,NA,43.6,1
"151",28,"Trawl",1991,12,16,"14:17:00.000",19,12,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",65,NA,8,2
"152",28,"Trawl",1991,12,16,"14:17:00.000",19,12,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",68,NA,8,2
"153",28,"Trawl",1992,2,11,"12:44:00.000",13,12,10.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",130,NA,29.6,2
"154",28,"Trawl",1992,2,11,"12:44:00.000",13,12,10.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",93,NA,29.6,2
"155",59,"Trawl",1992,8,28,"13:30:00.000",22,28.9,9.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",158,NA,55.1,1
"156",28,"Trawl",1992,11,30,"",12,11,10,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",95,NA,12.7,1
"157",31,"Trawl",1993,2,26,"12:25:00.000",18,10.5,2.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",128,NA,25.2,1
"158",28,"Trawl",1993,3,26,"11:44:00.000",12,16.5,8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",135,NA,33.1,1
"159",97,"Trawl",1993,4,27,"9:37:00.000",10,21.1,4.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",153,NA,50.8,1
"160",28,"Trawl",1993,11,19,"9:30:00.000",10,18.5,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",141,NA,34.3,1
"161",12,"Trawl",1993,12,9,"9:15:00.000",12,14.5,8.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",140,NA,37.4,1
"162",20,"Trawl",1994,2,3,"9:19:00.000",24,9.5,8.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",118,NA,20.4,1
"163",12,"Trawl",1994,3,18,"9:28:00.000",4,15,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",110,NA,19.3,1
"164",24,"Trawl",1994,4,1,"11:24:00.000",6,16,9.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",107,NA,17,1
"165",28,"Trawl",1994,5,12,"",12,24.5,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",210,NA,115.5,2
"166",28,"Trawl",1994,5,12,"",12,24.5,7.6,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",166,NA,115.5,2
"167",28,"Trawl",1995,1,25,"10:45:00.000",16,10,NA,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",195,NA,59,1
"168",60,"Trawl",1995,8,25,"",26,30,5.2,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",22,NA,0.1,1
"169",14,"Trawl",1995,11,28,"10:45:00.000",4,19,8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",112,NA,18,1
"170",24,"Trawl",1995,11,15,"14:29:00.000",8,15,10,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",115,NA,21,1
"171",31,"Trawl",1996,1,10,"",25,10,3.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",140,NA,50.3,2
"172",31,"Trawl",1996,1,10,"",25,10,3.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",107,NA,50.3,2
"173",9,"Trawl",1996,2,8,"10:00:00.000",6,7,12,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",280,NA,295.1,1
"174",24,"Trawl",1996,2,27,"11:20:00.000",0,18,9.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",285,NA,354.3,1
"175",56,"Trawl",1996,2,8,"9:25:00.000",2,8,9.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",108,NA,38.3,2
"176",56,"Trawl",1996,2,8,"9:25:00.000",2,8,9.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",115,NA,38.3,2
"177",27,"Trawl",1996,5,3,"11:08:00.000",2,22,9,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",153,NA,37.3,1
"178",28,"Trawl",1996,11,18,"11:23:00.000",18,19,7,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",178,NA,22.2,1
"179",28,"Trawl",1996,12,9,"12:38:00.000",18,16,3.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",155,NA,25.5,1
"180",28,"Trawl",1997,2,19,"10:14:00.000",15,NA,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",110,NA,18.7,1
"181",20,"Trawl",1997,12,19,"10:11:00.000",25,14,8.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",110,NA,14.7,1
"182",9,"Trawl",1998,1,28,"12:38:00.000",2,11,9.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",103,NA,15.6,1
"183",28,"Trawl",1998,2,12,"11:42:00.000",2,14,6.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",159,NA,51.3,1
"184",59,"Trawl",1998,2,26,"",20,15.6,5.4,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",116,NA,20.7,1
"185",28,"Trawl",1998,3,23,"12:15:00.000",2,16,10.8,169239,"CYNOSCION NEBULOSUS","UNCLASSFD",167,NA,47.7,1
