"","STATION","GEAR_DESC","YEAR","MONTH","DAY","Time","SAL","Temp_C","O2_MG_L","ITIS","Genus_species","sp_desc","Length","Weight","Total_Wgt","Total_NUM"
"61",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",44,NA,NA,32
"62",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",41,NA,NA,32
"63",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",50,NA,NA,32
"64",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",47,NA,NA,32
"65",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",28,NA,NA,32
"66",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",61,NA,NA,32
"67",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",27,NA,NA,32
"68",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",36,NA,NA,32
"69",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",47,NA,NA,32
"70",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",32,NA,NA,32
"71",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",46,NA,NA,32
"72",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",47,NA,NA,32
"73",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",29,NA,NA,32
"74",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",32,NA,NA,32
"75",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",43,NA,NA,32
"76",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",36,NA,NA,32
"77",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",27,NA,NA,32
"78",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",27,NA,NA,32
"79",27,"Trawl",1984,3,22,"10:08:00.000",2,17,6.8,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",28,NA,NA,32
"80",4,"Trawl",1984,4,18,"11:57:00.000",0,17.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",90,NA,NA,1
"81",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",98,NA,NA,61
"82",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",65,NA,NA,61
"83",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",78,NA,NA,61
"84",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",93,NA,NA,61
"85",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",81,NA,NA,61
"86",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",28,NA,NA,61
"87",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",38,NA,NA,61
"88",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",67,NA,NA,61
"89",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",48,NA,NA,61
"90",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",44,NA,NA,61
"91",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",104,NA,NA,61
"92",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,61
"93",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",37,NA,NA,61
"94",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",94,NA,NA,61
"95",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",86,NA,NA,61
"96",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",43,NA,NA,61
"97",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",52,NA,NA,61
"98",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",37,NA,NA,61
"99",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",83,NA,NA,61
"100",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",92,NA,NA,61
"101",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,61
"102",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",91,NA,NA,61
"103",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",91,NA,NA,61
"104",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",102,NA,NA,61
"105",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",92,NA,NA,61
"106",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",37,NA,NA,61
"107",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",35,NA,NA,61
"108",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",98,NA,NA,61
"109",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",37,NA,NA,61
"110",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",103,NA,NA,61
"111",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",97,NA,NA,61
"112",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",94,NA,NA,61
"113",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",100,NA,NA,61
"114",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",47,NA,NA,61
"115",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,61
"116",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",31,NA,NA,61
"117",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",61,NA,NA,61
"118",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",92,NA,NA,61
"119",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",93,NA,NA,61
"120",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",44,NA,NA,61
"121",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",33,NA,NA,61
"122",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",41,NA,NA,61
"123",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",40,NA,NA,61
"124",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",33,NA,NA,61
"125",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,61
"126",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",106,NA,NA,61
"127",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",44,NA,NA,61
"128",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",102,NA,NA,61
"129",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",29,NA,NA,61
"130",27,"Trawl",1984,4,18,"11:00:00.000",0,20.5,8.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,61
"131",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",76,NA,NA,7
"132",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",65,NA,NA,7
"133",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",68,NA,NA,7
"134",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",77,NA,NA,7
"135",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",86,NA,NA,7
"136",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",65,NA,NA,7
"137",28,"Trawl",1984,4,10,"12:37:00.000",4,21,9.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,7
"138",6,"Trawl",1984,5,4,"10:45:00.000",2,25,7.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",90,NA,NA,1
"139",12,"Trawl",1984,5,4,"13:50:00.000",2,25.5,7,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",65,NA,NA,3
"140",12,"Trawl",1984,5,4,"13:50:00.000",2,25.5,7,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",87,NA,NA,3
"141",12,"Trawl",1984,5,4,"13:50:00.000",2,25.5,7,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",86,NA,NA,3
"142",13,"Trawl",1984,5,4,"13:15:00.000",2,25.5,7.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",48,NA,NA,1
"143",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",103,NA,NA,21
"144",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",48,NA,NA,21
"145",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",116,NA,NA,21
"146",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",118,NA,NA,21
"147",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",130,NA,NA,21
"148",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",104,NA,NA,21
"149",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",113,NA,NA,21
"150",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",118,NA,NA,21
"151",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",110,NA,NA,21
"152",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",116,NA,NA,21
"153",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",131,NA,NA,21
"154",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",120,NA,NA,21
"155",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",134,NA,NA,21
"156",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",138,NA,NA,21
"157",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",118,NA,NA,21
"158",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",126,NA,NA,21
"159",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",94,NA,NA,21
"160",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",55,NA,NA,21
"161",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",108,NA,NA,21
"162",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",124,NA,NA,21
"163",27,"Trawl",1984,5,4,"10:00:00.000",2,26,7.6,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",43,NA,NA,21
"164",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",115,NA,NA,12
"165",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",93,NA,NA,12
"166",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",101,NA,NA,12
"167",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",120,NA,NA,12
"168",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",91,NA,NA,12
"169",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",110,NA,NA,12
"170",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",115,NA,NA,12
"171",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",111,NA,NA,12
"172",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",85,NA,NA,12
"173",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",112,NA,NA,12
"174",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",54,NA,NA,12
"175",28,"Trawl",1984,5,4,"12:50:00.000",5,25,6.4,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",119,NA,NA,12
"176",4,"Trawl",1984,6,5,"12:37:00.000",6,25.5,7.2,172738,"PARALICHTHYS LETHOSTIGMA","UNCLASSFD",154,NA,NA,1
